stock_code,symbol,name,category,sub_category,currency
2030,2030.HK,CABBEEN,Equity,Equity Securities (Main Board),HKD
2031,2031.HK,AUSUPREME,Equity,Equity Securities (Main Board),HKD
2033,2033.HK,TIME WATCH,Equity,Equity Securities (Main Board),HKD
2038,2038.HK,FIH,Equity,Equity Securities (Main Board),HKD
2039,2039.HK,CIMC,Equity,Equity Securities (Main Board),HKD
2048,2048.HK,E-HOUSE ENT,Equity,Equity Securities (Main Board),HKD
2050,2050.HK,SANHUA,Equity,Equity Securities (Main Board),HKD
2051,2051.HK,VALA,Equity,Equity Securities (Main Board),HKD
2057,2057.HK,ZTO EXPRESS-W,Equity,Equity Securities (Main Board),HKD
2068,2068.HK,CHALIECO,Equity,Equity Securities (Main Board),HKD
2076,2076.HK,BOSS ZHIPIN-W,Equity,Equity Securities (Main Board),HKD
2078,2078.HK,PANASIALUM,Equity,Equity Securities (Main Board),HKD
2080,2080.HK,AUX INTL,Equity,Equity Securities (Main Board),HKD
2086,2086.HK,LEADWAY TECH,Equity,Equity Securities (Main Board),HKD
2088,2088.HK,XIWANG PROPERTY,Equity,Equity Securities (Main Board),HKD
2096,2096.HK,SIMCERE PHARMA,Equity,Equity Securities (Main Board),HKD
2097,2097.HK,MIXUE GROUP,Equity,Equity Securities (Main Board),HKD
2098,2098.HK,ZALL SMARTCOM,Equity,Equity Securities (Main Board),HKD
2099,2099.HK,CHINAGOLDINTL,Equity,Equity Securities (Main Board),HKD
2100,2100.HK,BAIOO,Equity,Equity Securities (Main Board),HKD
2101,2101.HK,FULU HOLDINGS,Equity,Equity Securities (Main Board),HKD
2102,2102.HK,TAK LEE MACH,Equity,Equity Securities (Main Board),HKD
2105,2105.HK,LAEKNA-B,Equity,Equity Securities (Main Board),HKD
2107,2107.HK,FIRST SERVICE,Equity,Equity Securities (Main Board),HKD
2108,2108.HK,K2 F&B,Equity,Equity Securities (Main Board),HKD
2110,2110.HK,TIAN CHENG HLDG,Equity,Equity Securities (Main Board),HKD
2111,2111.HK,BEST PACIFIC,Equity,Equity Securities (Main Board),HKD
2112,2112.HK,GRACE LIFE-TECH,Equity,Equity Securities (Main Board),HKD
2113,2113.HK,CENTURY GP INTL,Equity,Equity Securities (Main Board),HKD
2116,2116.HK,JS INNOV,Equity,Equity Securities (Main Board),HKD
2119,2119.HK,TSIT WING INTL,Equity,Equity Securities (Main Board),HKD
2120,2120.HK,KN HOSPITAL,Equity,Equity Securities (Main Board),HKD
2121,2121.HK,AINNOVATION,Equity,Equity Securities (Main Board),HKD
2122,2122.HK,KIDSLAND INTL,Equity,Equity Securities (Main Board),HKD
2125,2125.HK,STRAWBEAR ENT,Equity,Equity Securities (Main Board),HKD
2126,2126.HK,JW THERAP-B,Equity,Equity Securities (Main Board),HKD
2127,2127.HK,HUISEN SHARES,Equity,Equity Securities (Main Board),HKD
2128,2128.HK,CHINA LESSO,Equity,Equity Securities (Main Board),HKD
2129,2129.HK,LEGION CONSO,Equity,Equity Securities (Main Board),HKD
2130,2130.HK,CN LOGISTICS,Equity,Equity Securities (Main Board),HKD
2131,2131.HK,NETJOY,Equity,Equity Securities (Main Board),HKD
2132,2132.HK,LANDRICH HLDG,Equity,Equity Securities (Main Board),HKD
2135,2135.HK,RAILY AESMED,Equity,Equity Securities (Main Board),HKD
2136,2136.HK,LIFESTYLE CHI,Equity,Equity Securities (Main Board),HKD
2137,2137.HK,BRII-B,Equity,Equity Securities (Main Board),HKD
2138,2138.HK,EC HEALTHCARE,Equity,Equity Securities (Main Board),HKD
2139,2139.HK,BANK OF GANSU,Equity,Equity Securities (Main Board),HKD
2142,2142.HK,HBM HOLDINGS-B,Equity,Equity Securities (Main Board),HKD
2145,2145.HK,CHICMAX,Equity,Equity Securities (Main Board),HKD
2146,2146.HK,ROISERV,Equity,Equity Securities (Main Board),HKD
2147,2147.HK,ZHENGWEI GROUP,Equity,Equity Securities (Main Board),HKD
2149,2149.HK,BATELAB,Equity,Equity Securities (Main Board),HKD
2150,2150.HK,NAYUKI,Equity,Equity Securities (Main Board),HKD
2152,2152.HK,SUXIN SERVICES,Equity,Equity Securities (Main Board),HKD
2153,2153.HK,TAT HONG EQUIP,Equity,Equity Securities (Main Board),HKD
2155,2155.HK,MORIMATSU INTL,Equity,Equity Securities (Main Board),HKD
2156,2156.HK,C&D PROPERTY,Equity,Equity Securities (Main Board),HKD
2157,2157.HK,LEPU BIO,Equity,Equity Securities (Main Board),HKD
2158,2158.HK,YIDU TECH,Equity,Equity Securities (Main Board),HKD
2159,2159.HK,MEDIWELCOME,Equity,Equity Securities (Main Board),HKD
2160,2160.HK,MP CARDIOFLOW-B,Equity,Equity Securities (Main Board),HKD
2161,2161.HK,JBM HEALTHCARE,Equity,Equity Securities (Main Board),HKD
2162,2162.HK,KEYMED BIO-B,Equity,Equity Securities (Main Board),HKD
2163,2163.HK,BROAD HOMES,Equity,Equity Securities (Main Board),HKD
2165,2165.HK,LING YUE SER GP,Equity,Equity Securities (Main Board),HKD
2166,2166.HK,SMART-CORE,Equity,Equity Securities (Main Board),HKD
2167,2167.HK,TI CLOUD,Equity,Equity Securities (Main Board),HKD
2168,2168.HK,KAISA PROSPER,Equity,Equity Securities (Main Board),HKD
2169,2169.HK,CANGGANGRAILWAY,Equity,Equity Securities (Main Board),HKD
2170,2170.HK,BASECARE-B,Equity,Equity Securities (Main Board),HKD
2171,2171.HK,CARSGEN-B,Equity,Equity Securities (Main Board),HKD
2172,2172.HK,MICROPORT NEURO,Equity,Equity Securities (Main Board),HKD
2175,2175.HK,CH GENERAL EDU,Equity,Equity Securities (Main Board),HKD
2176,2176.HK,CCID CONSULTING,Equity,Equity Securities (Main Board),HKD
2177,2177.HK,UNQ HOLDINGS,Equity,Equity Securities (Main Board),HKD
2178,2178.HK,PETRO-KING,Equity,Equity Securities (Main Board),HKD
2179,2179.HK,RECBIO-B,Equity,Equity Securities (Main Board),HKD
2180,2180.HK,MANPOWER GRC,Equity,Equity Securities (Main Board),HKD
2181,2181.HK,MABPHARM-B,Equity,Equity Securities (Main Board),HKD
2182,2182.HK,TIAN CHANG GP,Equity,Equity Securities (Main Board),HKD
2185,2185.HK,BIOHEART-B,Equity,Equity Securities (Main Board),HKD
2186,2186.HK,LUYE PHARMA,Equity,Equity Securities (Main Board),HKD
2187,2187.HK,ZHIXIN GP HLDG,Equity,Equity Securities (Main Board),HKD
2188,2188.HK,TITANS ENERGY,Equity,Equity Securities (Main Board),HKD
2189,2189.HK,KATO (HK) HLDGS,Equity,Equity Securities (Main Board),HKD
2190,2190.HK,ZYLOXTB,Equity,Equity Securities (Main Board),HKD
2191,2191.HK,SF REIT,Real Estate Investment Trusts,,HKD
2192,2192.HK,MEDLIVE,Equity,Equity Securities (Main Board),HKD
2193,2193.HK,MAN KING HOLD,Equity,Equity Securities (Main Board),HKD
2195,2195.HK,UNITY ENT,Equity,Equity Securities (Main Board),HKD
2196,2196.HK,FOSUN PHARMA,Equity,Equity Securities (Main Board),HKD
2197,2197.HK,CLOVER BIO-B,Equity,Equity Securities (Main Board),HKD
2198,2198.HK,CHINA SANJIANG,Equity,Equity Securities (Main Board),HKD
2199,2199.HK,REGINA MIRACLE,Equity,Equity Securities (Main Board),HKD
2202,2202.HK,CHINA VANKE,Equity,Equity Securities (Main Board),HKD
2203,2203.HK,BRAINHOLE TECH,Equity,Equity Securities (Main Board),HKD
2205,2205.HK,KANGQIAO SER,Equity,Equity Securities (Main Board),HKD
2208,2208.HK,GOLDWIND,Equity,Equity Securities (Main Board),HKD
2209,2209.HK,YESASIA HLDGS,Equity,Equity Securities (Main Board),HKD
2210,2210.HK,BEIJING JIAYE,Equity,Equity Securities (Main Board),HKD
2211,2211.HK,UNI HEALTH,Equity,Equity Securities (Main Board),HKD
2212,2212.HK,FB MINING,Equity,Equity Securities (Main Board),HKD
2215,2215.HK,DEXIN SER GROUP,Equity,Equity Securities (Main Board),HKD
2216,2216.HK,BRONCUS-B,Equity,Equity Securities (Main Board),HKD
2218,2218.HK,ANDRE JUICE,Equity,Equity Securities (Main Board),HKD
2219,2219.HK,CHAOJU EYE CARE,Equity,Equity Securities (Main Board),HKD
2221,2221.HK,NEW CONCEPTS,Equity,Equity Securities (Main Board),HKD
2222,2222.HK,NVC INTL,Equity,Equity Securities (Main Board),HKD
2223,2223.HK,CASABLANCA,Equity,Equity Securities (Main Board),HKD
2225,2225.HK,JINHAI MED TECH,Equity,Equity Securities (Main Board),HKD
2226,2226.HK,HONWORLD GP,Equity,Equity Securities (Main Board),HKD
2227,2227.HK,SOLIS HOLDINGS,Equity,Equity Securities (Main Board),HKD
2228,2228.HK,XTALPI,Equity,Equity Securities (Main Board),HKD
2230,2230.HK,MEDIALINK GROUP,Equity,Equity Securities (Main Board),HKD
2231,2231.HK,JY GRANDMARK,Equity,Equity Securities (Main Board),HKD
2232,2232.HK,CRYSTAL INTL,Equity,Equity Securities (Main Board),HKD
2233,2233.HK,WESTCHINACEMENT,Equity,Equity Securities (Main Board),HKD
2235,2235.HK,MICROTECH MED-B,Equity,Equity Securities (Main Board),HKD
2236,2236.HK,WISON ENGRG,Equity,Equity Securities (Main Board),HKD
2237,2237.HK,CHINA GRAPHITE,Equity,Equity Securities (Main Board),HKD
2238,2238.HK,GAC GROUP,Equity,Equity Securities (Main Board),HKD
2239,2239.HK,SMIT,Equity,Equity Securities (Main Board),HKD
2245,2245.HK,LYGEND RESOURCE,Equity,Equity Securities (Main Board),HKD
2246,2246.HK,GOGOX,Equity,Equity Securities (Main Board),HKD
2249,2249.HK,NEXCHIP,Equity,Equity Securities (Main Board),HKD
2250,2250.HK,B.DUCK SEMK,Equity,Equity Securities (Main Board),HKD
2251,2251.HK,AIRDOC-B,Equity,Equity Securities (Main Board),HKD
2252,2252.HK,MEDBOT-B,Equity,Equity Securities (Main Board),HKD
2255,2255.HK,HAICHANG HLDG,Equity,Equity Securities (Main Board),HKD
2256,2256.HK,ABBISKO-B,Equity,Equity Securities (Main Board),HKD
2257,2257.HK,SIRNAOMICS-B,Equity,Equity Securities (Main Board),HKD
2258,2258.HK,WATTS INT'L,Equity,Equity Securities (Main Board),HKD
2259,2259.HK,ZIJIN GOLD INTL,Equity,Equity Securities (Main Board),HKD
2260,2260.HK,VANOV HOLDINGS,Equity,Equity Securities (Main Board),HKD
2262,2262.HK,SLD GROUP,Equity,Equity Securities (Main Board),HKD
2263,2263.HK,FU SHEK FIN,Equity,Equity Securities (Main Board),HKD
2265,2265.HK,HC ENV TECH,Equity,Equity Securities (Main Board),HKD
2266,2266.HK,LAI SI ENT,Equity,Equity Securities (Main Board),HKD
2268,2268.HK,WUXI XDC,Equity,Equity Securities (Main Board),HKD
2269,2269.HK,WUXI BIO,Equity,Equity Securities (Main Board),HKD
2270,2270.HK,DESUN SERVICES,Equity,Equity Securities (Main Board),HKD
2271,2271.HK,ZHONGAN SERVICE,Equity,Equity Securities (Main Board),HKD
2272,2272.HK,KEYTOP PARKING,Equity,Equity Securities (Main Board),HKD
2273,2273.HK,GUSHENGTANG,Equity,Equity Securities (Main Board),HKD
2276,2276.HK,CONANT OPTICAL,Equity,Equity Securities (Main Board),HKD
2279,2279.HK,YONGHE MEDICAL,Equity,Equity Securities (Main Board),HKD
2280,2280.HK,HC GROUP,Equity,Equity Securities (Main Board),HKD
2281,2281.HK,XINGLU WATER,Equity,Equity Securities (Main Board),HKD
2282,2282.HK,MGM CHINA,Equity,Equity Securities (Main Board),HKD
2283,2283.HK,TK GROUP HLDG,Equity,Equity Securities (Main Board),HKD
2285,2285.HK,CHERVON,Equity,Equity Securities (Main Board),HKD
2286,2286.HK,CHEN XING,Equity,Equity Securities (Main Board),HKD
2288,2288.HK,RYKADAN CAPITAL,Equity,Equity Securities (Main Board),HKD
2289,2289.HK,CHARMACY PHAR,Equity,Equity Securities (Main Board),HKD
2290,2290.HK,LUNG FUNG GROUP,Equity,Equity Securities (Main Board),HKD
2291,2291.HK,SCIENTECH,Equity,Equity Securities (Main Board),HKD
2293,2293.HK,BAMBOOSHEALTH,Equity,Equity Securities (Main Board),HKD
2295,2295.HK,MAXICITY,Equity,Equity Securities (Main Board),HKD
2297,2297.HK,RAINMED-B,Equity,Equity Securities (Main Board),HKD
2298,2298.HK,COSMO LADY,Equity,Equity Securities (Main Board),HKD
2299,2299.HK,BILLION IND,Equity,Equity Securities (Main Board),HKD
2302,2302.HK,CNNC INT'L,Equity,Equity Securities (Main Board),HKD
2306,2306.HK,YH ENT,Equity,Equity Securities (Main Board),HKD
2307,2307.HK,KAM HING INT'L,Equity,Equity Securities (Main Board),HKD
2309,2309.HK,ZO FUTURE GROUP,Equity,Equity Securities (Main Board),HKD
2310,2310.HK,TIMES UNI GP,Equity,Equity Securities (Main Board),HKD
2312,2312.HK,LONG INV CORP,Equity,Investment Companies,HKD
2313,2313.HK,SHENZHOU INTL,Equity,Equity Securities (Main Board),HKD
2314,2314.HK,LEE & MAN PAPER,Equity,Equity Securities (Main Board),HKD
2315,2315.HK,BIOCYTOGEN-B,Equity,Equity Securities (Main Board),HKD
2317,2317.HK,VEDAN INT'L,Equity,Equity Securities (Main Board),HKD
2318,2318.HK,PING AN,Equity,Equity Securities (Main Board),HKD
2319,2319.HK,MENGNIU DAIRY,Equity,Equity Securities (Main Board),HKD
2320,2320.HK,HOP FUNG GROUP,Equity,Equity Securities (Main Board),HKD
2321,2321.HK,SWANGCHAICHUAN,Equity,Equity Securities (Main Board),HKD
2322,2322.HK,MODERN INNO DT,Equity,Equity Securities (Main Board),HKD
2323,2323.HK,RENCO HOLDINGS,Equity,Equity Securities (Main Board),HKD
2324,2324.HK,CAPITAL VC,Equity,Investment Companies,HKD
2325,2325.HK,YUNKANG GROUP,Equity,Equity Securities (Main Board),HKD
2326,2326.HK,NPE HOLDINGS,Equity,Equity Securities (Main Board),HKD
2327,2327.HK,MEILLEUREHEALTH,Equity,Equity Securities (Main Board),HKD
2328,2328.HK,PICC P&C,Equity,Equity Securities (Main Board),HKD
2329,2329.HK,GLORY HEALTH,Equity,Equity Securities (Main Board),HKD
2330,2330.HK,CHINA UPTOWN,Equity,Equity Securities (Main Board),HKD
2331,2331.HK,LI NING,Equity,Equity Securities (Main Board),HKD
2333,2333.HK,GWMOTOR,Equity,Equity Securities (Main Board),HKD
2335,2335.HK,MICOT PHARMA-B,Equity,Equity Securities (Main Board),HKD
2336,2336.HK,SHUOAO INTL,Equity,Equity Securities (Main Board),HKD
2337,2337.HK,UNITED STRENGTH,Equity,Equity Securities (Main Board),HKD
2338,2338.HK,WEICHAI POWER,Equity,Equity Securities (Main Board),HKD
2339,2339.HK,BWI INT'L,Equity,Equity Securities (Main Board),HKD
2340,2340.HK,ISP HOLDINGS,Equity,Equity Securities (Main Board),HKD
2342,2342.HK,COMBA,Equity,Equity Securities (Main Board),HKD
2343,2343.HK,PACIFIC BASIN,Equity,Equity Securities (Main Board),HKD
2347,2347.HK,YOHO GROUP,Equity,Equity Securities (Main Board),HKD
2348,2348.HK,DAWNRAYS PHARMA,Equity,Equity Securities (Main Board),HKD
2349,2349.HK,CHINA AI INFRA,Equity,Equity Securities (Main Board),HKD
2350,2350.HK,MTT GROUP,Equity,Equity Securities (Main Board),HKD
2352,2352.HK,DOWELL SERVICE,Equity,Equity Securities (Main Board),HKD
2355,2355.HK,BAOYE GROUP,Equity,Equity Securities (Main Board),HKD
2356,2356.HK,DAHSING BANKING,Equity,Equity Securities (Main Board),HKD
2357,2357.HK,AVICHINA,Equity,Equity Securities (Main Board),HKD
2358,2358.HK,JIU RONG HOLD,Equity,Equity Securities (Main Board),HKD
2359,2359.HK,WUXI APPTEC,Equity,Equity Securities (Main Board),HKD
2360,2360.HK,BEST MART 360,Equity,Equity Securities (Main Board),HKD
2361,2361.HK,SINOHEALTH TECH,Equity,Equity Securities (Main Board),HKD
2362,2362.HK,JINCHUAN INTL,Equity,Equity Securities (Main Board),HKD
2363,2363.HK,TONGDA HONG TAI,Equity,Equity Securities (Main Board),HKD
2367,2367.HK,GIANT BIOGENE,Equity,Equity Securities (Main Board),HKD
2368,2368.HK,EAGLE NICE,Equity,Equity Securities (Main Board),HKD
2369,2369.HK,COOLPAD GROUP,Equity,Equity Securities (Main Board),HKD
2370,2370.HK,REDCO HEALTHY,Equity,Equity Securities (Main Board),HKD
2371,2371.HK,CHUANGLIAN HOLD,Equity,Equity Securities (Main Board),HKD
2372,2372.HK,WEILI HOLDINGS,Equity,Equity Securities (Main Board),HKD
2373,2373.HK,BEAUTYFARM MED,Equity,Equity Securities (Main Board),HKD
2376,2376.HK,LUSHANGSERVICES,Equity,Equity Securities (Main Board),HKD
2377,2377.HK,BOQI ENV,Equity,Equity Securities (Main Board),HKD
2378,2378.HK,PRU,Equity,Equity Securities (Main Board),HKD
2380,2380.HK,CHINA POWER,Equity,Equity Securities (Main Board),HKD
2381,2381.HK,SMC ELECTRIC,Equity,Equity Securities (Main Board),HKD
2382,2382.HK,SUNNY OPTICAL,Equity,Equity Securities (Main Board),HKD
2383,2383.HK,TOM GROUP,Equity,Equity Securities (Main Board),HKD
2385,2385.HK,READBOY,Equity,Equity Securities (Main Board),HKD
2386,2386.HK,SINOPEC SEG,Equity,Equity Securities (Main Board),HKD
2388,2388.HK,BOC HONG KONG,Equity,Equity Securities (Main Board),HKD
2389,2389.HK,BJ HEALTH,Equity,Equity Securities (Main Board),HKD
2390,2390.HK,ZHIHU-W,Equity,Equity Securities (Main Board),HKD
2391,2391.HK,TUYA-W,Equity,Equity Securities (Main Board),HKD
2392,2392.HK,XUANWU CLOUD,Equity,Equity Securities (Main Board),HKD
2393,2393.HK,YESTAR HEALTH,Equity,Equity Securities (Main Board),HKD
2396,2396.HK,B&K CORP-B,Equity,Equity Securities (Main Board),HKD
2399,2399.HK,CN ANCHU ENERGY,Equity,Equity Securities (Main Board),HKD
2400,2400.HK,XD INC,Equity,Equity Securities (Main Board),HKD
2402,2402.HK,SINOHYTEC,Equity,Equity Securities (Main Board),HKD
2405,2405.HK,POWERWIN TECH,Equity,Equity Securities (Main Board),HKD
2407,2407.HK,GAUSH MEDITECH,Equity,Equity Securities (Main Board),HKD
2408,2408.HK,XIAO NOODLES,Equity,Equity Securities (Main Board),HKD
2409,2409.HK,SEACON,Equity,Equity Securities (Main Board),HKD
2410,2410.HK,TYK MEDICINES-B,Equity,Equity Securities (Main Board),HKD
2411,2411.HK,PAGODA GP,Equity,Equity Securities (Main Board),HKD
2415,2415.HK,MEDSCI,Equity,Equity Securities (Main Board),HKD
2416,2416.HK,EDIANYUN,Equity,Equity Securities (Main Board),HKD
2418,2418.HK,DEEWIN,Equity,Equity Securities (Main Board),HKD
2419,2419.HK,DEKON AGR,Equity,Equity Securities (Main Board),HKD
2420,2420.HK,ZIBUYU,Equity,Equity Securities (Main Board),HKD
2421,2421.HK,KRP DEVELOPMENT,Equity,Equity Securities (Main Board),HKD
2422,2422.HK,REGO INTERACT,Equity,Equity Securities (Main Board),HKD
2423,2423.HK,BEKE-W,Equity,Equity Securities (Main Board),HKD
2425,2425.HK,AUSTASIA GROUP,Equity,Equity Securities (Main Board),HKD
2427,2427.HK,GUANZE MEDICAL,Equity,Equity Securities (Main Board),HKD
2429,2429.HK,UBOX ONLINE,Equity,Equity Securities (Main Board),HKD
2431,2431.HK,MINIEYE,Equity,Equity Securities (Main Board),HKD
2432,2432.HK,DOBOT,Equity,Equity Securities (Main Board),HKD
2433,2433.HK,ZT HN GROUP,Equity,Equity Securities (Main Board),HKD
2436,2436.HK,LX TECHNOLOGY,Equity,Equity Securities (Main Board),HKD
2438,2438.HK,MOBVOI,Equity,Equity Securities (Main Board),HKD
2439,2439.HK,CH TREASURES NM,Equity,Equity Securities (Main Board),HKD
2440,2440.HK,MEMESTRATEGY,Equity,Equity Securities (Main Board),HKD
2442,2442.HK,EASY SMART GP,Equity,Equity Securities (Main Board),HKD
2443,2443.HK,AUTOSTREETS,Equity,Equity Securities (Main Board),HKD
2450,2450.HK,HUAIBEI GD CO,Equity,Equity Securities (Main Board),HKD
2451,2451.HK,LUYUAN GP HLDG,Equity,Equity Securities (Main Board),HKD
2453,2453.HK,CONCORD HC GP,Equity,Equity Securities (Main Board),HKD
2455,2455.HK,RUNHUA SERVICE,Equity,Equity Securities (Main Board),HKD
2457,2457.HK,BUYANG INTL,Equity,Equity Securities (Main Board),HKD
2458,2458.HK,GALA TECH HOLD,Equity,Equity Securities (Main Board),HKD
2459,2459.HK,SANERGY GROUP,Equity,Equity Securities (Main Board),HKD
2460,2460.HK,CR BEVERAGE,Equity,Equity Securities (Main Board),HKD
2465,2465.HK,LOPAL TECH,Equity,Equity Securities (Main Board),HKD
2469,2469.HK,FENBI,Equity,Equity Securities (Main Board),HKD
2473,2473.HK,XXF,Equity,Equity Securities (Main Board),HKD
2475,2475.HK,LUXSHARE ICT,Equity,Equity Securities (Main Board),HKD
2476,2476.HK,VGT,Equity,Equity Securities (Main Board),HKD
2477,2477.HK,WELLCELL HOLD,Equity,Equity Securities (Main Board),HKD
2479,2479.HK,TIANJUDIHE,Equity,Equity Securities (Main Board),HKD
2480,2480.HK,LUZHU BIOTECH-B,Equity,Equity Securities (Main Board),HKD
2481,2481.HK,SL GEMINI,Equity,Equity Securities (Main Board),HKD
2482,2482.HK,LOGORY,Equity,Equity Securities (Main Board),HKD
2483,2483.HK,K CASH,Equity,Equity Securities (Main Board),HKD
2486,2486.HK,PLUS GP HOLDING,Equity,Equity Securities (Main Board),HKD
2487,2487.HK,CUTIA-B,Equity,Equity Securities (Main Board),HKD
2488,2488.HK,LAUNCH TECH,Equity,Equity Securities (Main Board),HKD
2489,2489.HK,PERSISTENCEGOLD,Equity,Equity Securities (Main Board),HKD
2490,2490.HK,LC LOGISTICS,Equity,Equity Securities (Main Board),HKD
2493,2493.HK,MABWELL-B,Equity,Equity Securities (Main Board),HKD
2495,2495.HK,VOICECOMM,Equity,Equity Securities (Main Board),HKD
2496,2496.HK,YZYBIO-B,Equity,Equity Securities (Main Board),HKD
2497,2497.HK,FUJING HOLDINGS,Equity,Equity Securities (Main Board),HKD
2498,2498.HK,ROBOSENSE,Equity,Equity Securities (Main Board),HKD
2499,2499.HK,FOLANGSI,Equity,Equity Securities (Main Board),HKD
2500,2500.HK,VENUS MEDTECH-B,Equity,Equity Securities (Main Board),HKD
2501,2501.HK,MAIYUE TECH,Equity,Equity Securities (Main Board),HKD
2502,2502.HK,JINYUAN HCHEM,Equity,Equity Securities (Main Board),HKD
2503,2503.HK,ZHONGSHENJIANYE,Equity,Equity Securities (Main Board),HKD
2505,2505.HK,EDA GROUP HLDGS,Equity,Equity Securities (Main Board),HKD
2506,2506.HK,XUNFEIHEALTH,Equity,Equity Securities (Main Board),HKD
2507,2507.HK,CIRRUS,Equity,Equity Securities (Main Board),HKD
2508,2508.HK,SAINT BELLA GP,Equity,Equity Securities (Main Board),HKD
2509,2509.HK,QYUNS-B,Equity,Equity Securities (Main Board),HKD
2510,2510.HK,TS LINES,Equity,Equity Securities (Main Board),HKD
2511,2511.HK,HIGHTIDE-B,Equity,Equity Securities (Main Board),HKD
2512,2512.HK,CLOUD FACTORY,Equity,Equity Securities (Main Board),HKD
2513,2513.HK,Z.AI,Equity,Equity Securities (Main Board),HKD
2515,2515.HK,TJCD,Equity,Equity Securities (Main Board),HKD
2516,2516.HK,FAR INTL,Equity,Equity Securities (Main Board),HKD
2517,2517.HK,GUOQUAN,Equity,Equity Securities (Main Board),HKD
2518,2518.HK,AUTOHOME-S,Equity,Equity Securities (Main Board),HKD
2519,2519.HK,AUGROUP,Equity,Equity Securities (Main Board),HKD
2520,2520.HK,SHANXI INSTALL,Equity,Equity Securities (Main Board),HKD
2521,2521.HK,SHENGHUI CLEAN,Equity,Equity Securities (Main Board),HKD
2522,2522.HK,RIMAG GROUP,Equity,Equity Securities (Main Board),HKD
2525,2525.HK,HESAI-W-NEW,Equity,Equity Securities (Main Board),HKD
2526,2526.HK,DIAGENS-B,Equity,Equity Securities (Main Board),HKD
2528,2528.HK,FW FASHION INT,Equity,Equity Securities (Main Board),HKD
2529,2529.HK,HOLLWIN URBAN,Equity,Equity Securities (Main Board),HKD
2530,2530.HK,NUMANS,Equity,Equity Securities (Main Board),HKD
2531,2531.HK,CARLINK TECH,Equity,Equity Securities (Main Board),HKD
2533,2533.HK,BLACK SESAME,Equity,Equity Securities (Main Board),HKD
2535,2535.HK,WK GROUP,Equity,Equity Securities (Main Board),HKD
2536,2536.HK,PALASINO,Equity,Equity Securities (Main Board),HKD
2539,2539.HK,LEMO SERVICES,Equity,Equity Securities (Main Board),HKD
2540,2540.HK,LESI GROUP,Equity,Equity Securities (Main Board),HKD
2543,2543.HK,DAHON TECH,Equity,Equity Securities (Main Board),HKD
2545,2545.HK,ZHONGGAN COMM,Equity,Equity Securities (Main Board),HKD
2546,2546.HK,ZHIHUI MINING,Equity,Equity Securities (Main Board),HKD
2549,2549.HK,CAROTE LTD,Equity,Equity Securities (Main Board),HKD
2550,2550.HK,EASOU TECH,Equity,Equity Securities (Main Board),HKD
2551,2551.HK,APT ELECTRONICS,Equity,Equity Securities (Main Board),HKD
2552,2552.HK,HUA MEDICINE-B,Equity,Equity Securities (Main Board),HKD
2553,2553.HK,SHOUGANG LANZA,Equity,Equity Securities (Main Board),HKD
2555,2555.HK,CHABAIDAO,Equity,Equity Securities (Main Board),HKD
2556,2556.HK,MARKETINGFORCE,Equity,Equity Securities (Main Board),HKD
2558,2558.HK,JINSHANG BANK,Equity,Equity Securities (Main Board),HKD
2559,2559.HK,DIDA INC,Equity,Equity Securities (Main Board),HKD
2560,2560.HK,CONCH MAT TECH,Equity,Equity Securities (Main Board),HKD
2561,2561.HK,VISEN PHARMA-B,Equity,Equity Securities (Main Board),HKD
2562,2562.HK,SYNAGISTICS,Equity,Equity Securities (Main Board),HKD
2563,2563.HK,BIOSTAR PHARM-B,Equity,Equity Securities (Main Board),HKD
2565,2565.HK,PEGBIO CO-B,Equity,Equity Securities (Main Board),HKD
2566,2566.HK,JIUYUAN GENE,Equity,Equity Securities (Main Board),HKD
2567,2567.HK,QINIU,Equity,Equity Securities (Main Board),HKD
2569,2569.HK,SOFT INTL,Equity,Equity Securities (Main Board),HKD
2570,2570.HK,REFIRE,Equity,Equity Securities (Main Board),HKD
2571,2571.HK,SAIMO,Equity,Equity Securities (Main Board),HKD
2573,2573.HK,NEWTREND GROUP,Equity,Equity Securities (Main Board),HKD
2575,2575.HK,XUANZHUBIO-B,Equity,Equity Securities (Main Board),HKD
2576,2576.HK,TAIMEI TECH,Equity,Equity Securities (Main Board),HKD
2577,2577.HK,INNOSCIENCE,Equity,Equity Securities (Main Board),HKD
2579,2579.HK,CNGR,Equity,Equity Securities (Main Board),HKD
2580,2580.HK,AUX ELECTRIC,Equity,Equity Securities (Main Board),HKD
2581,2581.HK,BENQ HOLDING,Equity,Equity Securities (Main Board),HKD
2582,2582.HK,GUOFUHEE,Equity,Equity Securities (Main Board),HKD
2583,2583.HK,HIPINE,Equity,Equity Securities (Main Board),HKD
2585,2585.HK,MOKINGRAN,Equity,Equity Securities (Main Board),HKD
2586,2586.HK,DMALL,Equity,Equity Securities (Main Board),HKD
2587,2587.HK,HEALTHYWAY INC,Equity,Equity Securities (Main Board),HKD
2588,2588.HK,BOC AVIATION,Equity,Equity Securities (Main Board),HKD
2589,2589.HK,AUNTEA JENNY,Equity,Equity Securities (Main Board),HKD
2590,2590.HK,GEEKPLUS-W,Equity,Equity Securities (Main Board),HKD
2591,2591.HK,INNOGEN-B,Equity,Equity Securities (Main Board),HKD
2592,2592.HK,CLOUDBREAK-B,Equity,Equity Securities (Main Board),HKD
2593,2593.HK,HERBS GROUP,Equity,Equity Securities (Main Board),HKD
